state,pc_name,candidate,sex,age,category,party,party_symbol,general_votes,postal_votes,total_votes,total_electors,year,state_name,abbreviation
Gujarat,Surendranagar,SAPRA VIPUL R.,MALE,33.0,GENERAL,IND,Tractor Chalata Kisan,2615,0,2615,1849429,2019,Gujarat,GJ
Gujarat,Surendranagar,HANIFBHAI KAYABHAI KATIYA,MALE,54.0,GENERAL,IND,Violin,2003,1,2004,1849429,2019,Gujarat,GJ
Gujarat,Surendranagar,NOTA,,,,NOTA,,8510,277,8787,1849429,2019,Gujarat,GJ
Gujarat,Rajkot,KAGATHARA LALITBHAI,MALE,61.0,GENERAL,INC,Hand,388405,1833,390238,1884339,2019,Gujarat,GJ
Gujarat,Rajkot,KUNDARIA MOHANBHAI KALYANJIBHAI,MALE,67.0,GENERAL,BJP,Lotus,755296,3349,758645,1884339,2019,Gujarat,GJ
Gujarat,Rajkot,VIJAY PARMAR,MALE,48.0,SC,BSP,Elephant,15288,100,15388,1884339,2019,Gujarat,GJ
Gujarat,Rajkot,AMARDAS B. DESANI,MALE,52.0,GENERAL,IND,Ganna Kisan,1383,9,1392,1884339,2019,Gujarat,GJ
Gujarat,Rajkot,CHITRODA NATHALAL (CHITRODA SIR),MALE,59.0,SC,IND,Black Board,1164,5,1169,1884339,2019,Gujarat,GJ
Gujarat,Rajkot,J. B. CHAUHAN,MALE,40.0,SC,IND,Bat,968,2,970,1884339,2019,Gujarat,GJ
Gujarat,Rajkot,CHAUHAN MANOJBHAI PRAVINBHAI,MALE,27.0,SC,IND,Air Conditioner,1140,6,1146,1884339,2019,Gujarat,GJ
Gujarat,Rajkot,JASPALSINH MAHAVEERSINH TOMAR,MALE,34.0,GENERAL,IND,Mixee,1587,9,1596,1884339,2019,Gujarat,GJ
Gujarat,Rajkot,DENGADA PRAVINBHAI MEGHJIBHAI,MALE,57.0,SC,IND,Batsman,2164,2,2166,1884339,2019,Gujarat,GJ
Gujarat,Rajkot,RAKESH PATEL,MALE,37.0,GENERAL,IND,COCONUT FARM,4237,6,4243,1884339,2019,Gujarat,GJ
Gujarat,Rajkot,NOTA,,,,NOTA,,18080,238,18318,1884339,2019,Gujarat,GJ
Gujarat,Porbandar,RAMESHBHAI LAVJIBHAI DHADUK,MALE,57.0,GENERAL,BJP,Lotus,560011,3870,563881,1662368,2019,Gujarat,GJ
Gujarat,Porbandar,LALIT VASOYA,MALE,57.0,GENERAL,INC,Hand,331883,2175,334058,1662368,2019,Gujarat,GJ
Gujarat,Porbandar,SAMATBHAI GOVABHAI KADAVALA,MALE,44.0,GENERAL,BSP,Elephant,9874,218,10092,1662368,2019,Gujarat,GJ
Gujarat,Porbandar,BHARGAV SURESHCHANDRA JOSHI,MALE,46.0,GENERAL,GJPP,Pen Stand,1514,10,1524,1662368,2019,Gujarat,GJ
Gujarat,Porbandar,VAKIL VINZUDA RANJITBHAI NARANBHAI,MALE,60.0,SC,BAHUMP,Whistle,707,6,713,1662368,2019,Gujarat,GJ
Gujarat,Porbandar,ALPESHKUMAR V.VADOLIYA(1008),MALE,33.0,GENERAL,IND,Helicopter,645,3,648,1662368,2019,Gujarat,GJ
Gujarat,Porbandar,ATROLIYA KARABHAI GAGANBHAI,MALE,40.0,GENERAL,IND,Tiller,742,38,780,1662368,2019,Gujarat,GJ
Gujarat,Porbandar,UNADKAT PRAKASHBHAI VALLABHDAS,MALE,57.0,GENERAL,IND,Television,604,1,605,1662368,2019,Gujarat,GJ
Gujarat,Porbandar,KIRTIKUMAR BAVANJIBHAI MARVANIA,MALE,58.0,GENERAL,IND,Truck,683,2,685,1662368,2019,Gujarat,GJ
Gujarat,Porbandar,BHANUBHAI NAGABHAI ODEDRA,MALE,49.0,GENERAL,IND,Ganna Kisan,792,23,815,1662368,2019,Gujarat,GJ
Gujarat,Porbandar,RABARI DASABHAI KARABHAI,MALE,33.0,GENERAL,IND,Table,3867,62,3929,1662368,2019,Gujarat,GJ
Gujarat,Porbandar,RATHOD DAYABHAI HIRABHAI,MALE,54.0,SC,IND,Pen Nib with Seven Rays,1345,5,1350,1662368,2019,Gujarat,GJ
Gujarat,Porbandar,RANK JIGNESHBHAI GOVINDBHAI,MALE,27.0,GENERAL,IND,Gas Stove,1216,2,1218,1662368,2019,Gujarat,GJ
Gujarat,Porbandar,RIYAZ OSMAN SURIYA ALIAS LALO MURGHIVALA,MALE,37.0,GENERAL,IND,Auto- Rickshaw,1979,4,1983,1662368,2019,Gujarat,GJ
Gujarat,Porbandar,RESHMA PATEL,FEMALE,34.0,GENERAL,IND,Tractor Chalata Kisan,3704,12,3716,1662368,2019,Gujarat,GJ
Gujarat,Porbandar,VIMALBHAI RATILAL RAMANI,MALE,36.0,GENERAL,IND,Bat,8652,1,8653,1662368,2019,Gujarat,GJ
Gujarat,Porbandar,ASHOK NANJI SONDARVA,MALE,52.0,SC,IND,Coat,7448,9,7457,1662368,2019,Gujarat,GJ
Gujarat,Porbandar,NOTA,,,,NOTA,,7675,165,7840,1662368,2019,Gujarat,GJ
Gujarat,Jamnagar,KANDORIYA MULUBHAI RANMALBHAI,MALE,60.0,GENERAL,INC,Hand,353199,1585,354784,1657166,2019,Gujarat,GJ
Gujarat,Jamnagar,POONAMBEN HEMATBHAI MAADAM,FEMALE,44.0,GENERAL,BJP,Lotus,587501,4087,591588,1657166,2019,Gujarat,GJ
Gujarat,Jamnagar,SUNIL JETHALAL VAGHELA,MALE,39.0,SC,BSP,Elephant,8674,121,8795,1657166,2019,Gujarat,GJ
Gujarat,Jamnagar,ALIMAMAD ISHAKBHAI PALANI,MALE,38.0,GENERAL,IND,Harmonium,855,2,857,1657166,2019,Gujarat,GJ
Gujarat,Jamnagar,ASHOK CHAVDA,MALE,34.0,SC,IND,COMPUTER,571,6,577,1657166,2019,Gujarat,GJ
Gujarat,Jamnagar,AAMIN MAMADBHAI SAFIYA,MALE,30.0,GENERAL,IND,Battery Torch,475,2,477,1657166,2019,Gujarat,GJ
Gujarat,Jamnagar,AMANDBHAI PATEL,MALE,69.0,GENERAL,IND,Laptop,410,3,413,1657166,2019,Gujarat,GJ
Gujarat,Jamnagar,KACHCHHI DAUD NATHA SUMARA,MALE,54.0,GENERAL,IND,Auto- Rickshaw,918,1,919,1657166,2019,Gujarat,GJ
Gujarat,Jamnagar,RABARI KARSHANBHAI JESHABHAI,MALE,47.0,GENERAL,IND,Sewing Machine,1417,19,1436,1657166,2019,Gujarat,GJ
Gujarat,Jamnagar,CHAVDA SHAMJI BABUBHAI,MALE,43.0,SC,IND,Slate,760,8,768,1657166,2019,Gujarat,GJ
Gujarat,Jamnagar,CHAUHAN DHIRAJ KANTILAL,MALE,32.0,SC,IND,Petrol Pump,768,6,774,1657166,2019,Gujarat,GJ
Gujarat,Jamnagar,JAHID AAVAD JAMI,MALE,48.0,GENERAL,IND,Pot,1245,1,1246,1657166,2019,Gujarat,GJ
Gujarat,Jamnagar,DONGA JAYANTILAL ARJANBHAI,MALE,53.0,GENERAL,IND,DIAMOND,2485,4,2489,1657166,2019,Gujarat,GJ
Gujarat,Jamnagar,NAKUM NARMADABEN KHODALAL,FEMALE,60.0,GENERAL,IND,Ganna Kisan,2106,7,2113,1657166,2019,Gujarat,GJ
Gujarat,Jamnagar,DALVADI NAKUM RASIK LALJI,MALE,30.0,GENERAL,IND,Pressure Cooker,10025,35,10060,1657166,2019,Gujarat,GJ
Gujarat,Jamnagar,POPATPUTRA RAFIK ABUBAKAR,MALE,56.0,GENERAL,IND,Football,8216,0,8216,1657166,2019,Gujarat,GJ
Gujarat,Jamnagar,BATHVAR NANJI AMARSHI,MALE,56.0,SC,IND,Gas Cylinder,5246,3,5249,1657166,2019,Gujarat,GJ
Gujarat,Jamnagar,BAXI MRUDUL ASHWINKUMAR,MALE,30.0,GENERAL,IND,Air Conditioner,3106,0,3106,1657166,2019,Gujarat,GJ
Gujarat,Jamnagar,BHARAT RAMJIBHAI DAGARA,MALE,33.0,SC,IND,Television,921,0,921,1657166,2019,Gujarat,GJ
Gujarat,Jamnagar,BHARKHANI KARABHAI JIVABHAI,MALE,50.0,GENERAL,IND,Kettle,1447,1,1448,1657166,2019,Gujarat,GJ
Gujarat,Jamnagar,BHAVNABA JADEJA,FEMALE,32.0,GENERAL,IND,Gas Stove,778,86,864,1657166,2019,Gujarat,GJ
Gujarat,Jamnagar,BHANDERI AMARSHIBHAI CHHAGANBHAI,MALE,47.0,GENERAL,IND,FLUTE,395,1,396,1657166,2019,Gujarat,GJ
Gujarat,Jamnagar,MAKRANI AJAZAHMED,MALE,37.0,GENERAL,IND,Diesel Pump,478,1,479,1657166,2019,Gujarat,GJ
Gujarat,Jamnagar,VALABHBHAI CHANABHAI SOJITRA (V. C. PATEL),MALE,59.0,GENERAL,IND,Tiller,529,0,529,1657166,2019,Gujarat,GJ
Gujarat,Jamnagar,SAMA YUSUF,MALE,52.0,GENERAL,IND,Pen Stand,648,1,649,1657166,2019,Gujarat,GJ
Gujarat,Jamnagar,SAHDEVSINH DILIPSINH CHUDASAMA,MALE,44.0,GENERAL,IND,Bat,1238,57,1295,1657166,2019,Gujarat,GJ
Gujarat,Jamnagar,SAPARIYA VIJAYKUMAR MANSUKHBHAI,MALE,38.0,GENERAL,IND,Binoculars,770,2,772,1657166,2019,Gujarat,GJ
Gujarat,Jamnagar,SUMBHANIA AAMIN ABASBHAI,MALE,37.0,GENERAL,IND,Cup & Saucer,1945,1,1946,1657166,2019,Gujarat,GJ
Gujarat,Jamnagar,NOTA,,,,NOTA,,7656,143,7799,1657166,2019,Gujarat,GJ
Gujarat,Junagadh,CHUDASAMA RAJESHBHAI NARANBHAI,MALE,36.0,GENERAL,BJP,Lotus,543429,4315,547744,1642864,2019,Gujarat,GJ
Gujarat,Junagadh,DEVEN GOVINDBHAI VANVI,MALE,48.0,SC,BSP,Elephant,25448,243,25691,1642864,2019,Gujarat,GJ
Gujarat,Junagadh,VANSH PUNJABHAI BHIMABHAI,MALE,55.0,GENERAL,INC,Hand,394673,2860,397533,1642864,2019,Gujarat,GJ
Gujarat,Junagadh,BHUT ASHOKBHAI BHIMJIBHAI,MALE,66.0,GENERAL,RSP(S),Battery Torch,3253,3,3256,1642864,2019,Gujarat,GJ
Gujarat,Junagadh,RATHOD NATHABHAI VASHARAMBHAI,MALE,69.0,GENERAL,VPP,Phone Charger,910,6,916,1642864,2019,Gujarat,GJ
Gujarat,Junagadh,KARIA DHIRENBHAI AMRUTLAL,MALE,37.0,GENERAL,IND,Mike,880,4,884,1642864,2019,Gujarat,GJ
Gujarat,Junagadh,ZALA MUKESHBHAI BHARAMALBHAI,MALE,36.0,GENERAL,IND,Helmet,1293,17,1310,1642864,2019,Gujarat,GJ
Gujarat,Junagadh,PANCHABHAI BHAYABHAI DAMANIYA,MALE,36.0,GENERAL,IND,SHIP,1201,8,1209,1642864,2019,Gujarat,GJ
Gujarat,Junagadh,PRADIPBHAI MAVJIBHAI TANK,MALE,44.0,GENERAL,IND,Batsman,1132,7,1139,1642864,2019,Gujarat,GJ
Gujarat,Junagadh,MAKWANA DHARMENDRA VAJUBHAI,MALE,34.0,SC,IND,Cup & Saucer,1801,5,1806,1642864,2019,Gujarat,GJ
Gujarat,Junagadh,VALA JAYPALSINH HAJABHAI,MALE,28.0,GENERAL,IND,Green Chilli,4130,35,4165,1642864,2019,Gujarat,GJ
Gujarat,Junagadh,HARESH MANUBHAI SARDHARA,MALE,37.0,GENERAL,IND,COCONUT FARM,3479,12,3491,1642864,2019,Gujarat,GJ
Gujarat,Junagadh,NOTA,,,,NOTA,,15396,203,15599,1642864,2019,Gujarat,GJ
Gujarat,Amreli,Kachhadiya Naranbhai Bhikhabhai,MALE,64.0,GENERAL,BJP,Lotus,527593,1442,529035,1628451,2019,Gujarat,GJ
Gujarat,Amreli,Chauhan Ravjibhai Mulabhai,MALE,47.0,SC,BSP,Elephant,9664,27,9691,1628451,2019,Gujarat,GJ
Gujarat,Amreli,Paresh Dhanani,MALE,42.0,GENERAL,INC,Hand,326781,823,327604,1628451,2019,Gujarat,GJ
Gujarat,Amreli,Dhapa Dharamshibhai Ramjibhai,MALE,45.0,GENERAL,VPP,Phone Charger,4731,16,4747,1628451,2019,Gujarat,GJ
Gujarat,Amreli,R.S. Gosai,MALE,45.0,GENERAL,IND,Pen Nib with Seven Rays,1762,1,1763,1628451,2019,Gujarat,GJ
Gujarat,Amreli,Chauhan Dayabhai Bhagvanbhai,MALE,54.0,GENERAL,IND,Tiller,1551,2,1553,1628451,2019,Gujarat,GJ
Gujarat,Amreli,Jerambhai R. Parmar,MALE,57.0,SC,IND,Bat,982,4,986,1628451,2019,Gujarat,GJ
Gujarat,Amreli,Dayala Shubhashbhai Parabatbhai,MALE,42.0,GENERAL,IND,Tractor Chalata Kisan,1411,2,1413,1628451,2019,Gujarat,GJ
Gujarat,Amreli,Nathalal Sukhadiya,MALE,44.0,GENERAL,IND,Truck,2204,3,2207,1628451,2019,Gujarat,GJ
Gujarat,Amreli,Mehta Nanalal Kalidas,MALE,62.0,GENERAL,IND,Gas Stove,2332,4,2336,1628451,2019,Gujarat,GJ
Gujarat,Amreli,Valodara Vrajlal Jivabhai,MALE,78.0,SC,IND,Auto- Rickshaw,5331,1,5332,1628451,2019,Gujarat,GJ
Gujarat,Amreli,Himmat Bagda,MALE,47.0,SC,IND,Pot,4926,7,4933,1628451,2019,Gujarat,GJ
Gujarat,Amreli,NOTA,,,,NOTA,,17513,54,17567,1628451,2019,Gujarat,GJ
Gujarat,Bhavnagar,PATEL MANHARBHAI NAGJIBHAI (VASANI),MALE,50.0,GENERAL,INC,Hand,329131,2623,331754,1768297,2019,Gujarat,GJ
Gujarat,Bhavnagar,DR.BHARATIBEN DHIRUBHAI SHIYAL,FEMALE,55.0,GENERAL,BJP,Lotus,655272,6001,661273,1768297,2019,Gujarat,GJ
Gujarat,Bhavnagar,VIJAYKUMAR RAMABHAI MAKADIYA,MALE,33.0,SC,BSP,Elephant,6882,59,6941,1768297,2019,Gujarat,GJ
Gujarat,Bhavnagar,DHAPA DHARAMSHIBHAI RAMJIBHAI,MALE,45.0,GENERAL,VPP,Phone Charger,7756,80,7836,1768297,2019,Gujarat,GJ
Gujarat,Bhavnagar,RAMDEVSINH BHARATSINH ZALA,MALE,32.0,GENERAL,JSVP,Auto- Rickshaw,2402,107,2509,1768297,2019,Gujarat,GJ
Gujarat,Bhavnagar,SONDHARVA BHARATBHAI KANJIBHAI,MALE,40.0,SC,SVPP,Whistle,1362,1,1363,1768297,2019,Gujarat,GJ
Gujarat,Bhavnagar,CHAUHAN AJAYKUMAR RAMRATANSINH (AMIT CHAUHAN),MALE,42.0,GENERAL,IND,Helicopter,1557,4,1561,1768297,2019,Gujarat,GJ
Gujarat,Bhavnagar,CHAMPABEN ZAVERBHAI CHAUHAN,FEMALE,59.0,GENERAL,IND,FLUTE,1822,6,1828,1768297,2019,Gujarat,GJ
Gujarat,Bhavnagar,SITAPARA SAGARBHAI BHURABHAI,MALE,41.0,GENERAL,IND,Tractor Chalata Kisan,3766,9,3775,1768297,2019,Gujarat,GJ
Gujarat,Bhavnagar,HARESHBHAI BABUBHAI VEGAD (HARABHAI),MALE,35.0,GENERAL,IND,Truck,6055,1,6056,1768297,2019,Gujarat,GJ
Gujarat,Bhavnagar,NOTA,,,,NOTA,,16115,268,16383,1768297,2019,Gujarat,GJ
Gujarat,Anand,PATEL MITESH RAMESHBHAI (BAKABHAI),MALE,54.0,GENERAL,BJP,Lotus,631581,1516,633097,1655870,2019,Gujarat,GJ
Gujarat,Anand,BHARATBHAI MADHAVSINH SOLANKI,MALE,65.0,GENERAL,INC,Hand,434006,1373,435379,1655870,2019,Gujarat,GJ
Gujarat,Anand,VANKAR RAMESHBHAI VALJIBHAI,MALE,45.0,GENERAL,BSP,Elephant,5935,24,5959,1655870,2019,Gujarat,GJ
Gujarat,Anand,BHATT ASHISHKUMAR MANOJKUMAR,MALE,42.0,GENERAL,ABJS,Ganna Kisan,1032,2,1034,1655870,2019,Gujarat,GJ
Gujarat,Anand,BHATT SUNILKUMAR NARENDRABHAI,MALE,38.0,GENERAL,RTORP,Auto- Rickshaw,1154,1,1155,1655870,2019,Gujarat,GJ
Gujarat,Anand,KEYUR PRAVINBHAI PATEL (BAKABHAI),MALE,38.0,GENERAL,IND,COMPUTER,966,0,966,1655870,2019,Gujarat,GJ
Gujarat,Anand,CHAVDA KAUSHIKKUMAR,MALE,45.0,GENERAL,IND,Pressure Cooker,1063,1,1064,1655870,2019,Gujarat,GJ
Gujarat,Anand,BHARATBHAI SOLANKI,MALE,38.0,GENERAL,IND,Telephone,2451,9,2460,1655870,2019,Gujarat,GJ
Gujarat,Anand,SANTOLKUMAR MAHIJIBHAI PATEL (BAKABHAI),MALE,40.0,GENERAL,IND,Bat,2300,1,2301,1655870,2019,Gujarat,GJ
Gujarat,Anand,HITENDRASINH MOHANSINH PARMAR,MALE,64.0,GENERAL,IND,Tractor Chalata Kisan,6854,0,6854,1655870,2019,Gujarat,GJ
Gujarat,Anand,NOTA,,,,NOTA,,18365,27,18392,1655870,2019,Gujarat,GJ
Gujarat,Kheda,Chauhan Devusinh,MALE,54.0,GENERAL,BJP,Lotus,711757,2815,714572,1804028,2019,Gujarat,GJ
Gujarat,Kheda,Bimal Shah,MALE,58.0,GENERAL,INC,Hand,345804,1623,347427,1804028,2019,Gujarat,GJ
Gujarat,Kheda,Bhailalbhai Kalubhai Pandav,MALE,36.0,SC,BSP,Elephant,7400,61,7461,1804028,2019,Gujarat,GJ
Gujarat,Kheda,Chauhan Parsottambhai Babarbhai,MALE,62.0,GENERAL,YJJP,Cup & Saucer,2093,7,2100,1804028,2019,Gujarat,GJ
Gujarat,Kheda,Patel Kamleshkumar Ratilal,MALE,54.0,GENERAL,HND,Water Tank,1759,5,1764,1804028,2019,Gujarat,GJ
Gujarat,Kheda,Pathan Ayashabanu,FEMALE,48.0,GENERAL,ANC,Gramophone,2171,5,2176,1804028,2019,Gujarat,GJ
Gujarat,Kheda,Pathan Imtiyazkhan Saeedkhan,MALE,42.0,GENERAL,ADPT,Pressure Cooker,4853,3,4856,1804028,2019,Gujarat,GJ
Gujarat,Kheda,NOTA,,,,NOTA,,18201,76,18277,1804028,2019,Gujarat,GJ
Gujarat,Panchmahal,Khant Vechatbhai Kuberbhai,MALE,68.0,GENERAL,INC,Hand,301046,2549,303595,1744762,2019,Gujarat,GJ
Gujarat,Panchmahal,Ratansinh Magansinh Rathod,MALE,59.0,GENERAL,BJP,Lotus,727301,4835,732136,1744762,2019,Gujarat,GJ
Gujarat,Panchmahal,Virendra Parsottamdas Patel,MALE,31.0,GENERAL,NCP,Clock,9809,17,9826,1744762,2019,Gujarat,GJ
Gujarat,Panchmahal,Shaikh Kalim Abdul Latif,MALE,52.0,GENERAL,BSP,Elephant,3892,13,3905,1744762,2019,Gujarat,GJ
Gujarat,Panchmahal,Rathod Vijaysinh Mohansinh,MALE,44.0,GENERAL,HND,Water Tank,4827,42,4869,1744762,2019,Gujarat,GJ
Gujarat,Panchmahal,Lalabhai Gadhvi,MALE,36.0,GENERAL,IND,Bat,9196,16,9212,1744762,2019,Gujarat,GJ
Gujarat,Panchmahal,NOTA,,,,NOTA,,20066,67,20133,1744762,2019,Gujarat,GJ
Gujarat,Dahod,KATARA BABUBHAI KHIMABHAI,MALE,58.0,ST,INC,Hand,431312,2852,434164,1598939,2019,Gujarat,GJ
Gujarat,Dahod,JASHVANTSINH SUMANBHAI BHABHOR,MALE,52.0,ST,BJP,Lotus,558977,2783,561760,1598939,2019,Gujarat,GJ
Gujarat,Dahod,BHABHOR DHULABHAI DITABHAI,MALE,64.0,ST,BSP,Elephant,11329,10,11339,1598939,2019,Gujarat,GJ
Gujarat,Dahod,KALARA RAMSINGBHAI NANJIBHAI,MALE,47.0,ST,HND,Water Tank,3835,1,3836,1598939,2019,Gujarat,GJ
Gujarat,Dahod,JAGDISHBHAI MANILAL MEDA,MALE,39.0,ST,BNJD,COCONUT FARM,3821,3,3824,1598939,2019,Gujarat,GJ
Gujarat,Dahod,DAMOR MANABHAI BHAVSINGBHAI,MALE,45.0,ST,IND,BUCKET,5204,7,5211,1598939,2019,Gujarat,GJ
Gujarat,Dahod,DEVDHA SAMSUBHAI KHATARABHAI,MALE,51.0,ST,IND,Boat with Man and Sail,11135,7,11142,1598939,2019,Gujarat,GJ
Gujarat,Dahod,NOTA,,,,NOTA,,31873,63,31936,1598939,2019,Gujarat,GJ
Gujarat,Vadodara,PRASHANT PATEL (TIKO),MALE,44.0,GENERAL,INC,Hand,293080,1462,294542,1794896,2019,Gujarat,GJ
Gujarat,Vadodara,ROHIT MADHUSUDAN MOHANBHAI,MALE,53.0,SC,BSP,Elephant,7429,29,7458,1794896,2019,Gujarat,GJ
Gujarat,Vadodara,RANJANBEN BHATT,FEMALE,56.0,GENERAL,BJP,Lotus,880905,2814,883719,1794896,2019,Gujarat,GJ
Gujarat,Vadodara,GOHIL RINKU,FEMALE,32.0,GENERAL,YJJP,Pendulum,3805,6,3811,1794896,2019,Gujarat,GJ
Gujarat,Vadodara,JAT SUBHAS SINGH BRIJLAL,MALE,36.0,GENERAL,AINHCP,Tractor Chalata Kisan,1093,4,1097,1794896,2019,Gujarat,GJ
Gujarat,Vadodara,TAPAN DASGUPTA,MALE,54.0,GENERAL,SUCI(C),Battery Torch,888,1,889,1794896,2019,Gujarat,GJ
Gujarat,Vadodara,MOHSIMMIYA (SAIYAD MOHSIN BAPU),MALE,58.0,GENERAL,BMUP,Cot,871,1,872,1794896,2019,Gujarat,GJ
Gujarat,Vadodara,LION DR. YASINALI POLRA,MALE,47.0,GENERAL,aicp,CCTV Camera,1791,4,1795,1794896,2019,Gujarat,GJ
Gujarat,Vadodara,SANTOSH S. SOLANKI,MALE,30.0,SC,BMFP,BISCUIT,856,2,858,1794896,2019,Gujarat,GJ
Gujarat,Vadodara,NIMESH PATEL (KAMROL),MALE,33.0,GENERAL,IND,FLUTE,947,16,963,1794896,2019,Gujarat,GJ
Gujarat,Vadodara,PATEL KALIDAS (KALIDAS M. PATEL ALIAS NAPOLEON),MALE,65.0,GENERAL,IND,Batsman,1429,2,1431,1794896,2019,Gujarat,GJ
Gujarat,Vadodara,DR. RAHUL VASUDEVBHAI VYAS,MALE,39.0,GENERAL,IND,Robot,3457,0,3457,1794896,2019,Gujarat,GJ
Gujarat,Vadodara,SINDHI MAHEBUBKHAN YUSUFKHAN (VAKIL),MALE,44.0,GENERAL,IND,Coat,4454,3,4457,1794896,2019,Gujarat,GJ
Gujarat,Vadodara,NOTA,,,,NOTA,,16901,98,16999,1794896,2019,Gujarat,GJ
Gujarat,Chhota Udaipur,RATHVA GITABEN VAJESINGBHAI,FEMALE,47.0,ST,BJP,Lotus,761472,2973,764445,1671253,2019,Gujarat,GJ
Gujarat,Chhota Udaipur,RATHVA FURKANBHAI BALAJIBHAI,MALE,48.0,ST,BSP,Elephant,14948,16,14964,1671253,2019,Gujarat,GJ
Gujarat,Chhota Udaipur,RATHAVA RANJITSINH MOHANSINH,MALE,53.0,ST,INC,Hand,384059,2443,386502,1671253,2019,Gujarat,GJ
Gujarat,Chhota Udaipur,VASAVA RAJESH SOMABHAI,MALE,36.0,ST,BTP,Auto- Rickshaw,10519,113,10632,1671253,2019,Gujarat,GJ
Gujarat,Chhota Udaipur,UMESH JANGUBHAI RATHAWA,MALE,38.0,ST,IND,Tractor Chalata Kisan,3699,11,3710,1671253,2019,Gujarat,GJ
Gujarat,Chhota Udaipur,PRAVINBHAI DHURSINGBHAI RATHVA,MALE,33.0,ST,IND,Ganna Kisan,3664,5,3669,1671253,2019,Gujarat,GJ
Gujarat,Chhota Udaipur,RATHVA BHAVSINGBHAI NAMARSINGBHAI,MALE,40.0,ST,IND,Scissors,6884,3,6887,1671253,2019,Gujarat,GJ
Gujarat,Chhota Udaipur,RATHVA MAGANBHAI CHATHIYABHAI,MALE,53.0,ST,IND,Truck,8781,1,8782,1671253,2019,Gujarat,GJ
Gujarat,Chhota Udaipur,NOTA,,,,NOTA,,32816,52,32868,1671253,2019,Gujarat,GJ
Gujarat,Bharuch,Mansukhbhai Dhanjibhai Vasava,MALE,61.0,ST,BJP,Lotus,635374,2421,637795,1564519,2019,Gujarat,GJ
Gujarat,Bharuch,Vasava Rajeshbhai Chimanbhai,MALE,37.0,ST,BSP,Elephant,6224,11,6235,1564519,2019,Gujarat,GJ
Gujarat,Bharuch,Sherkhan Abdulsakur Pathan,MALE,37.0,GENERAL,INC,Hand,302890,691,303581,1564519,2019,Gujarat,GJ
Gujarat,Bharuch,Chhotubhai Amarsinh Vasava,MALE,73.0,ST,BTP,Auto- Rickshaw,143093,990,144083,1564519,2019,Gujarat,GJ
Gujarat,Bharuch,Pathan Salimkhan Sadikkhan,MALE,32.0,GENERAL,SANVP,Harmonium,2133,2,2135,1564519,2019,Gujarat,GJ
Gujarat,Bharuch,Vashi Narendrasinh Randhirsinh,MALE,47.0,GENERAL,YJJP,Pendulum,808,0,808,1564519,2019,Gujarat,GJ
Gujarat,Bharuch,Sabbirbhai Musabhai Patel,MALE,64.0,GENERAL,ADPT,Balloon,826,0,826,1564519,2019,Gujarat,GJ
Gujarat,Bharuch,Sukhdev Bhikhabhai Vasava,MALE,37.0,ST,BMUP,Cot,1218,3,1221,1564519,2019,Gujarat,GJ
Gujarat,Bharuch,Ashokchandra Bhikhubhai Parmar,MALE,58.0,SC,IND,Tractor Chalata Kisan,2845,6,2851,1564519,2019,Gujarat,GJ
Gujarat,Bharuch,Jitendra Parmar (Jitu Chowkidar),MALE,56.0,GENERAL,IND,Gas Cylinder,1323,4,1327,1564519,2019,Gujarat,GJ
Gujarat,Bharuch,Patel Imran Umarjibhai,MALE,35.0,GENERAL,IND,Ludo,1510,0,1510,1564519,2019,Gujarat,GJ
Gujarat,Bharuch,Mukhtiyar Abdulrahim Shaikh (BansiMama),MALE,57.0,GENERAL,IND,Batsman,2067,0,2067,1564519,2019,Gujarat,GJ
Gujarat,Bharuch,Vasava Navinbhai Himmatbhai,MALE,56.0,ST,IND,COMPUTER,8148,7,8155,1564519,2019,Gujarat,GJ
Gujarat,Bharuch,Vikramsinh Dalsukhbhai Gohil,MALE,37.0,GENERAL,IND,Battery Torch,3831,2,3833,1564519,2019,Gujarat,GJ
Gujarat,Bharuch,Sapa Rafikbhai Sulemanbhai,MALE,51.0,GENERAL,IND,Bat,3829,0,3829,1564519,2019,Gujarat,GJ
Gujarat,Bharuch,Sindha Kiritsinh Alias Jalamsinh Nathubava,MALE,40.0,GENERAL,IND,Air Conditioner,15110,0,15110,1564519,2019,Gujarat,GJ
Gujarat,Bharuch,Solanki Rajeshbhai Lallubhai,MALE,37.0,SC,IND,Cup & Saucer,8037,1,8038,1564519,2019,Gujarat,GJ
Gujarat,Bharuch,NOTA,,,,NOTA,,6244,77,6321,1564519,2019,Gujarat,GJ
Gujarat,Bardoli,CHAUDHARI DR. TUSHARBHAI AMARSINHBHAI,MALE,53.0,ST,INC,Hand,524474,2352,526826,1826526,2019,Gujarat,GJ
Gujarat,Bardoli,DINESHBHAI GULABBHAI CHAUDHARI,MALE,43.0,ST,BSP,Elephant,9504,16,9520,1826526,2019,Gujarat,GJ
Gujarat,Bardoli,PARBHUBHAI NAGARBHAI VASAVA,MALE,49.0,ST,BJP,Lotus,740448,1825,742273,1826526,2019,Gujarat,GJ
Gujarat,Bardoli,GAMIT KAUSHIKBHAI VIRENDRABHAI,MALE,43.0,ST,SVPP,Whistle,5340,3,5343,1826526,2019,Gujarat,GJ
Gujarat,Bardoli,GAMIT MOHANBHAI BABUBHAI,MALE,74.0,ST,BARESP,Air Conditioner,1691,1,1692,1826526,2019,Gujarat,GJ
